text,intent,group,split
Could you why does compound interest grow faster than simple interest,reasoning,reasoning-058,train
"A rope ladder hangs over a ship, the tide rises 1 metre, how many rungs go under water",reasoning,reasoning-044,train
Write a Python script to scrape titles from a webpage with BeautifulSoup?,coding,coding-081,train
"Hey, my Streamlit app reruns the whole script on every click, how to cache?",coding,coding-041,train
Analyze this graph image and summarize the key finding asap,multimodal,multimodal-042,train
"Can you a farmer has 17 sheep, all but 9 die, how many are left",reasoning,reasoning-011,test
I need help: why does my React useEffect run twice on mount.,coding,coding-003,test
Compare these two chart screenshots and tell me which trend is stronger,multimodal,multimodal-045,train
Could you why does compound interest grow faster than simple interest.,reasoning,reasoning-058,train
Please who directed the movie Oppenheimer?,search,search-080,train
"Please if every person in a room shakes hands with everyone else and there are 45 handshakes, how many people asap",reasoning,reasoning-004,test
Can you write a heartfelt birthday message for my mom thanks,writing,writing-026,train
Solve the system x plus y equals 10 and x minus y equals 4,reasoning,reasoning-017,test
What is the current world record for the 100m sprint thanks,search,search-074,train
Compose a heartfelt wedding toast for my best friend,writing,writing-035,train
Can you how do I read environment variables in Node.js,coding,coding-057,train
Compose a polite complaint email to my landlord about the leaking roof,writing,writing-031,train
Why does a heavier object not fall faster than a lighter one in a vacuum,reasoning,reasoning-027,train
Who is the CEO of OpenAI right now asap,search,search-068,train
"Is this syllogism valid: some cats are black, all black things are dark, so some cats are dark",reasoning,reasoning-052,train
Which is the better strategy in rock paper scissors against a predictable opponent,reasoning,reasoning-048,train
How do I upload a file to S3 using boto3?,coding,coding-068,train
Could you why does a heavier object not fall faster than a lighter one in a vacuum,reasoning,reasoning-027,train
Could you compare this before and after photo of the room asap,multimodal,multimodal-035,train
I need help: turn this photographed math problem into text and solve it.,multimodal,multimodal-041,train
"A man walks 3 km north then 4 km east, how far is he from the start",reasoning,reasoning-033,train
"Three boxes are labelled wrong, how many draws do I need to relabel them correctly",reasoning,reasoning-040,train
Compose a rap verse about debugging at 3 am thanks,writing,writing-055,train
Write a Python class for a bank account with deposit and withdraw,coding,coding-046,train
Find recent papers on retrieval-augmented generation please,search,search-061,train
Transcribe the equation from this photo into LaTeX?,multimodal,multimodal-024,train
Quick one: compose an email declining a job offer politely.,writing,writing-012,test
Draft a professional out-of-office reply asap,writing,writing-066,train
Please how to merge two branches in git without a merge commit,coding,coding-072,train
"Please should I take the job with higher pay or the one with better learning, think it through.",reasoning,reasoning-075,train
"Hey, what is the currency of Vietnam thanks",search,search-059,train
TypeError: Cannot read properties of undefined (reading 'map'),coding,coding-005,test
Convert this callback code to promises,coding,coding-014,test
Write song lyrics about leaving home for college,writing,writing-037,train
What does the 'static' keyword do in C++,coding,coding-016,test
Write an Arduino sketch to blink an LED every 500 ms asap,coding,coding-080,train
Write a limerick about a cat who codes,writing,writing-048,train
What is the price on this shelf tag image,multimodal,multimodal-076,train
What is the Sensex at right now,search,search-031,train
I need help: what is the chemical formula of caffeine,search,search-084,train
Write song lyrics about leaving home for college asap,writing,writing-037,train
Can you write a Python class for a bank account with deposit and withdraw please,coding,coding-046,train
Can you fix the indentation error in this code block,coding,coding-031,train
Could you what is the chemical formula of caffeine?,search,search-084,train
Write an engaging opening paragraph for a mystery novel,writing,writing-072,train
When was the Eiffel Tower built,search,search-012,test
Please why is my Python virtual environment not activating on Windows,coding,coding-065,train
Write a PHP function that connects to MySQL using PDO please,coding,coding-058,train
Search for the best-rated laptops under 60000 rupees please,search,search-005,test
Quick one: write a condolence message for a friend who lost her father?,writing,writing-043,train
Which planet has the most moons,search,search-054,train
I need help: explain why dividing by zero is undefined thanks,reasoning,reasoning-013,test
Identify the car brand from this logo image please,multimodal,multimodal-006,test
Write a Kotlin data class for a user profile asap,coding,coding-034,train
Can you write an executive summary for our quarterly business report,writing,writing-085,train
Read the serial number from this photo of my laptop,multimodal,multimodal-026,train
Quick one: when was the Taj Mahal completed?,search,search-033,train
My React state update is not re-rendering the component,coding,coding-039,train
"What is 17 times 23 without a calculator, show your working.",reasoning,reasoning-083,train
"What is the next number in the sequence 2, 6, 12, 20, 30",reasoning,reasoning-016,test
Who won the Formula 1 race last weekend.,search,search-063,train
I need help: grade this handwritten exam answer from the image thanks,multimodal,multimodal-005,test
Can you how much does a Tesla Model 3 cost in India please,search,search-007,test
Quick one: write a blog post about the benefits of morning routines thanks,writing,writing-081,train
"Could you if it is 3 pm in London what time is it in Bangalore, reason it out.",reasoning,reasoning-024,train
Could you how do I make an HTTP POST request with requests in Python,coding,coding-045,train
Create a compelling product launch email for our new sneaker,writing,writing-060,train
Explain the trolley problem and the main positions on it,reasoning,reasoning-003,test
Explain this Kubernetes YAML and why the pod is CrashLoopBackOff,coding,coding-025,train
Can you what is the price of gold today in Hyderabad asap,search,search-051,train
Write a sales pitch script for cold calling gyms,writing,writing-049,train
What is the score shown on this scoreboard picture,multimodal,multimodal-054,train
Translate the menu in this image to English,multimodal,multimodal-060,train
What is wrong with the argument that correlation proves causation asap,reasoning,reasoning-084,train
Please what time zone is Dubai in thanks,search,search-020,train
"Three boxes are labelled wrong, how many draws do I need to relabel them correctly?",reasoning,reasoning-040,train
Write an executive summary for our quarterly business report,writing,writing-085,train
Analyze this X-ray image for anything unusual,multimodal,multimodal-077,train
"IndexError: list index out of range in my loop, why thanks",coding,coding-038,train
Latest news on the ISRO Gaganyaan mission.,search,search-057,train
Is the person in this image wearing a helmet asap,multimodal,multimodal-051,train
How many chairs are visible in this room photo,multimodal,multimodal-061,train
Can you describe the architecture style of the building in the photo,multimodal,multimodal-022,train
"Hey, draft a professional out-of-office reply thanks",writing,writing-066,train
Which is the largest desert in the world,search,search-009,test
Estimate the number of cars in Bangalore with reasoning,reasoning,reasoning-068,train
Summarize this article in three paragraphs for a newsletter,writing,writing-077,train
How many players are on a kabaddi team,search,search-062,train
Please is this plant in the photo healthy or diseased asap,multimodal,multimodal-078,train
Can you what is the score of the India vs Australia match asap,search,search-048,train
What is the national animal of Australia,search,search-001,test
How do I implement pagination in a Django REST API,coding,coding-064,train
Can you add error handling to this fetch call thanks,coding,coding-032,train
When did India gain independence thanks,search,search-041,train
Can you create a responsive grid layout with Tailwind,coding,coding-086,train
"Please if a shirt costs 800 after a 20 percent discount, what was the original price thanks",reasoning,reasoning-015,test
"Hey, what does this hand-drawn flowchart represent asap",multimodal,multimodal-058,train
I need help: describe the mood of this painting asap,multimodal,multimodal-071,train
"IndexError: list index out of range in my loop, why",coding,coding-038,train
"Hey, what is the exchange rate of USD to INR today thanks",search,search-075,train
How much does a Tesla Model 3 cost in India,search,search-007,test
How do I add a foreign key constraint in PostgreSQL,coding,coding-069,train
Quick one: what breed is the dog in this picture please,multimodal,multimodal-021,train
Could you why can't you divide a cake fairly among three people by cutting it once.,reasoning,reasoning-060,train
Analyze the layout of this website screenshot asap,multimodal,multimodal-046,train
Could you how do I use TypeScript generics with interfaces thanks,coding,coding-077,train
"Hey, indexError: list index out of range in my loop, why",coding,coding-038,train
Set up ESLint and Prettier in a Next.js project,coding,coding-089,train
What does this hand-drawn flowchart represent,multimodal,multimodal-058,train
Could you create a compelling product launch email for our new sneaker thanks,writing,writing-060,train
Could you detect the objects in this street photo,multimodal,multimodal-067,train
Refactor this class to use dependency injection,coding,coding-082,train
"Hey, find the nearest passport office in Bangalore",search,search-000,test
Quick one: write a haiku about coffee?,writing,writing-032,train
Evaluate whether it is worth doing a masters right after undergrad,reasoning,reasoning-014,test
I need help: what is the latest Android version called.,search,search-073,train
Draft a LinkedIn recommendation for my former manager,writing,writing-010,test
How many ways can 5 people sit in a row thanks,reasoning,reasoning-078,train
Prove that the sum of two even numbers is even asap,reasoning,reasoning-035,train
"Hey, write a testimonial for my yoga instructor thanks",writing,writing-061,train
I need help: write a travel blog entry about a weekend in Goa please,writing,writing-038,train
Explain the difference between an interface and an abstract class,coding,coding-019,train
Can you which planet has the most moons please,search,search-054,train
What is the official language of Brazil,search,search-024,train
Can you compare this before and after photo of the room please,multimodal,multimodal-035,train
Why does compound interest grow faster than simple interest,reasoning,reasoning-058,train
Could you identify the car brand from this logo image,multimodal,multimodal-006,test
"What is 17 times 23 without a calculator, show your working please",reasoning,reasoning-083,train
Can you convert this screenshot of a table into markdown asap,multimodal,multimodal-070,train
Who invented the telephone,search,search-046,train
Please write a Python script to rename files based on their creation date please,coding,coding-040,train
Please create a REST endpoint that returns JSON in FastAPI,coding,coding-055,train
"Hey, explain the trolley problem and the main positions on it",reasoning,reasoning-003,test
Please write a product description for a handmade leather wallet.,writing,writing-015,test
Tell me what the graph in the screenshot is measuring,multimodal,multimodal-043,train
"I need help: a rope ladder hangs over a ship, the tide rises 1 metre, how many rungs go under water",reasoning,reasoning-044,train
Can you what are the visa requirements for Indians travelling to Japan asap,search,search-040,train
Write a PHP function that connects to MySQL using PDO,coding,coding-058,train
Is it logically valid to conclude it rained because the ground is wet,reasoning,reasoning-050,train
Could you write a condolence message for a friend who lost her father please,writing,writing-043,train
Quick one: latest news on the ISRO Gaganyaan mission?,search,search-057,train
Quick one: break down whether a startup should raise money now or bootstrap please,reasoning,reasoning-089,train
Please why does npm install fail with EACCES permission denied asap,coding,coding-002,test
Could you what is the speed of light in km per second please,search,search-021,train
How many bones are in the human body please,search,search-078,train
Write a movie review of a sci-fi film I just watched,writing,writing-022,train
Quick one: describe the outfit in this photo and suggest matching shoes,multimodal,multimodal-065,train
Implement quicksort and explain its complexity,coding,coding-006,test
"I need help: if a car travels 150 km in 2.5 hours, what is the average speed",reasoning,reasoning-029,train
"Hey, how do I prevent SQL injection in my login form thanks",coding,coding-042,train
What is the price of gold today in Hyderabad,search,search-051,train
Solve the system x plus y equals 10 and x minus y equals 4.,reasoning,reasoning-017,test
Derive the quadratic formula from completing the square,reasoning,reasoning-081,train
Explain what this lambda expression does thanks,coding,coding-037,train
"Hey, look at this UI mockup and suggest improvements",multimodal,multimodal-019,train
Latest news about Tesla stock thanks,search,search-013,test
Write a personal statement for a masters application?,writing,writing-007,test
"Hey, what is the probability of getting two heads in three coin tosses.",reasoning,reasoning-020,train
"If all bloops are razzies and all razzies are lazzies, are all bloops lazzies",reasoning,reasoning-079,train
Please what is the time complexity of this recursive function,coding,coding-021,train
Please how to handle CORS errors in an Express server thanks,coding,coding-001,test
What is the current world record for the 100m sprint,search,search-074,train
Help me write a bio for my conference speaker profile,writing,writing-059,train
Draft an apology email for missing the client meeting,writing,writing-040,train
Help me think through whether to drop this course,reasoning,reasoning-057,train
"If today is Tuesday, what day is it 100 days from now",reasoning,reasoning-030,train
Can you read the text in this scanned receipt and total it asap,multimodal,multimodal-059,train
Implement binary search in Go,coding,coding-061,train
"If every person in a room shakes hands with everyone else and there are 45 handshakes, how many people",reasoning,reasoning-004,test
Please what color is the car in the picture,multimodal,multimodal-088,train
Could you read the sign in this street photo and translate it?,multimodal,multimodal-012,test
Could you describe what is in this image,multimodal,multimodal-039,train
Extract the phone number from this business card photo,multimodal,multimodal-083,train
Read the expiry date from this photo of the packet,multimodal,multimodal-031,train
What is the difference between a process and a thread in an OS please,coding,coding-054,train
I need help: read the expiry date from this photo of the packet please,multimodal,multimodal-031,train
Please turn these bullet points into a well-structured report,writing,writing-017,test
"Which is a better deal, 30 percent off or buy two get one free",reasoning,reasoning-071,train
"A snail climbs 3 metres a day and slips 2 at night, how long to climb a 10 metre wall please",reasoning,reasoning-018,train
Can you how many times do the hands of a clock overlap in 24 hours thanks,reasoning,reasoning-067,train
Quick one: describe the colours used in this poster please,multimodal,multimodal-086,train
"Hey, write a Kotlin data class for a user profile",coding,coding-034,train
"Which is heavier, a kilogram of feathers or a kilogram of steel, and why do people get it wrong",reasoning,reasoning-005,test
Write a function to validate an email address in JavaScript,coding,coding-073,train
How do I mock an API call in Jest,coding,coding-028,train
Could you my React state update is not re-rendering the component,coding,coding-039,train
Please write a short horror story set in a hostel asap,writing,writing-073,train
Write a short story about a lighthouse keeper who finds a message in a bottle,writing,writing-083,train
What is the population of Bangalore in 2026,search,search-072,train
Compare this before and after photo of the room,multimodal,multimodal-035,train
Quick one: what is the current repo rate set by the RBI please,search,search-071,train
Write a diary entry from the perspective of a street dog,writing,writing-067,train
Can you what is the deepest point in the ocean,search,search-038,train
Who won the Formula 1 race last weekend,search,search-063,train
Can you compose a heartfelt wedding toast for my best friend asap,writing,writing-035,train
"Hey, how many bones are in the human body please",search,search-078,train
What is the atomic number of tungsten,search,search-043,train
I need help: what is the Sensex at right now please,search,search-031,train
Can you how do I add a foreign key constraint in PostgreSQL,coding,coding-069,train
Turn this technical documentation into a friendly user guide,writing,writing-025,train
Please what is the logical fallacy in saying everyone believes it so it must be true asap,reasoning,reasoning-088,train
Quick one: draft a toast for my parents' anniversary dinner?,writing,writing-036,train
Quick one: check this screenshot of my code for bugs thanks,multimodal,multimodal-080,train
What happened at the latest Apple WWDC keynote,search,search-022,train
Can you what year does this vintage car photo look like asap,multimodal,multimodal-075,train
Quick one: what is the capital of Kazakhstan,search,search-089,train
Describe the scene in this painting in detail,multimodal,multimodal-064,train
Write a regex that matches Indian phone numbers please,coding,coding-018,train
Could you improve the flow and tone of this paragraph please,writing,writing-004,test
Quick one: how to parse JSON in Rust with serde thanks,coding,coding-053,train
Can you summarize this article in three paragraphs for a newsletter asap,writing,writing-077,train
Can you write a blog post about the benefits of morning routines,writing,writing-081,train
What is the newest Marvel movie released,search,search-015,test
"Fix my CSS, the navbar overlaps the content on mobile",coding,coding-062,train
Recent developments in fusion energy research,search,search-065,train
Quick one: typeError: Cannot read properties of undefined (reading 'map') asap,coding,coding-005,test
What are the symptoms of dengue fever please,search,search-039,train
"Hey, which of these two logo designs looks more professional",multimodal,multimodal-010,test
Draft an email to my professor asking for a deadline extension please,writing,writing-039,train
Quick one: think about whether a company should open source its core product,reasoning,reasoning-063,train
Can you what number when doubled and added to 5 gives 19.,reasoning,reasoning-026,train
Can you think about whether a company should open source its core product,reasoning,reasoning-063,train
Convert this Python 2 code to Python 3,coding,coding-074,train
Quick one: find the nearest passport office in Bangalore,search,search-000,test
Could you who invented the telephone?,search,search-046,train
How do I read environment variables in Node.js,coding,coding-057,train
"Can you if I flip a fair coin 10 times, what is the expected number of heads please",reasoning,reasoning-061,train
What breed is the dog in this picture,multimodal,multimodal-021,train
Quick one: implement a LRU cache in Python?,coding,coding-007,test
Fix the indentation error in this code block,coding,coding-031,train
Write a Swift function that sorts an array of structs by date,coding,coding-049,train
Could you explain what is happening in this comic strip image.,multimodal,multimodal-037,train
"Hey, read the serial number from this photo of my laptop",multimodal,multimodal-026,train
"Hey, look up the opening hours of the Bangalore Palace.",search,search-067,train
Quick one: how would you settle a dispute between two co-founders about equity please,reasoning,reasoning-049,train
What is written on this whiteboard photo,multimodal,multimodal-053,train
When did India gain independence?,search,search-041,train
Write an op-ed on the future of remote work,writing,writing-020,train
How do I use TypeScript generics with interfaces,coding,coding-077,train
Quick one: prove that the sum of two even numbers is even thanks,reasoning,reasoning-035,train
Please what is the height of the Statue of Unity asap,search,search-030,train
Could you write unit tests for this login function using pytest,coding,coding-075,train
Can you write a book blurb for a fantasy novel about a librarian mage,writing,writing-044,train
Quick one: what is the longest river in Africa.,search,search-027,train
Identify the landmark in this photo,multimodal,multimodal-047,train
"My Streamlit app reruns the whole script on every click, how to cache",coding,coding-041,train
"My SQL query is slow, how do I add and use an index?",coding,coding-029,train
What year does this vintage car photo look like thanks,multimodal,multimodal-075,train
Can you look at the picture and tell me what time the clock shows.,multimodal,multimodal-034,train
What is the current price of Bitcoin,search,search-066,train
Could you write a bash script that renames all .txt files to .md?,coding,coding-008,test
Can you which country hosted the last G20 summit,search,search-017,test
What does git rebase do and when should I use it,coding,coding-078,train
I need help: write a formal invitation for our college tech fest,writing,writing-050,train
Estimate how many piano tuners there are in Chicago,reasoning,reasoning-007,test
"Hey, a rope ladder hangs over a ship, the tide rises 1 metre, how many rungs go under water.",reasoning,reasoning-044,train
Write a product description for a handmade leather wallet asap,writing,writing-015,test
Please turn this technical documentation into a friendly user guide thanks,writing,writing-025,train
"Hey, what is wrong with this proof that 1 equals 2",reasoning,reasoning-019,train
Identify the coin in this image and its country,multimodal,multimodal-014,test
"Hey, write an Arduino sketch to blink an LED every 500 ms please",coding,coding-080,train
Can you what is the current population of the world please,search,search-047,train
I need help: write a motivational message for my team before the hackathon,writing,writing-074,train
Could you transcribe the equation from this photo into LaTeX,multimodal,multimodal-024,train
Please write a detailed proposal for a campus recycling program asap,writing,writing-006,test
Draft a pitch email to a journalist about our app,writing,writing-001,test
"Hey, what is the official language of Brazil asap",search,search-024,train
Could you describe the scene in this painting in detail please,multimodal,multimodal-064,train
Please write a welcome email sequence for new subscribers,writing,writing-000,test
"Hey, a man walks 3 km north then 4 km east, how far is he from the start",reasoning,reasoning-033,train
Can you derive the quadratic formula from completing the square,reasoning,reasoning-081,train
Explain memory leaks in JavaScript closures,coding,coding-004,test
Write a letter to my future self,writing,writing-075,train
Write an engaging opening paragraph for a mystery novel thanks,writing,writing-072,train
How many diagonals does a decagon have please,reasoning,reasoning-059,train
Think through the trade-offs of a four-day work week,reasoning,reasoning-062,train
Write a bedtime story for a five year old about a brave turtle,writing,writing-003,test
I need help: write a bedtime story for a five year old about a brave turtle thanks,writing,writing-003,test
What ingredients can you see in this fridge photo,multimodal,multimodal-056,train
Write a complaint letter to the airline about lost luggage asap,writing,writing-047,train
Write a Go HTTP server that returns hello world,coding,coding-063,train
"A farmer has 17 sheep, all but 9 die, how many are left",reasoning,reasoning-011,test
Latest news on the ISRO Gaganyaan mission,search,search-057,train
How many states does India have,search,search-064,train
Quick one: create a tagline and slogan for a bicycle rental startup please,writing,writing-024,train
Can you write a Python script to rename files based on their creation date,coding,coding-040,train
Quick one: write a fictional dialogue between two rival chefs thanks,writing,writing-080,train
Can you write a cover letter for a marketing role at a fashion brand please,writing,writing-087,train
Look at this floor plan image and estimate the room sizes,multimodal,multimodal-011,test
Write a newsletter intro for our monthly community update,writing,writing-071,train
Write a 300-word article on the history of chai?,writing,writing-021,train
What emotion is the person in this picture showing,multimodal,multimodal-013,test
Draft a two-paragraph bio for my Twitter profile,writing,writing-029,train
What kind of rash is shown in this skin photo,multimodal,multimodal-082,train
Could you what breed is the dog in this picture,multimodal,multimodal-021,train
"I need help: my SQL query is slow, how do I add and use an index?",coding,coding-029,train
Draft an email to my professor asking for a deadline extension,writing,writing-039,train
If you have a 3 litre and a 5 litre jug how do you measure exactly 4 litres,reasoning,reasoning-064,train
Look at this screenshot and tell me which button to click next,multimodal,multimodal-089,train
"Hey, if all bloops are razzies and all razzies are lazzies, are all bloops lazzies.",reasoning,reasoning-079,train
Please prove that the square root of 2 is irrational,reasoning,reasoning-022,train
"Hey, write a formal invitation for our college tech fest please",writing,writing-050,train
Explain what this lambda expression does,coding,coding-037,train
Argue for and against a universal basic income,reasoning,reasoning-077,train
What kind of rash is shown in this skin photo?,multimodal,multimodal-082,train
"Can you if 3 workers build a wall in 6 days, how long do 9 workers take",reasoning,reasoning-073,train
What is the latest version of Python,search,search-052,train
Estimate how many tennis balls fit in a bus,reasoning,reasoning-032,train
Quick one: what is wrong with this proof that 1 equals 2,reasoning,reasoning-019,train
"Compare these two product photos, which has better lighting.",multimodal,multimodal-052,train
"Hey, implement binary search in Go",coding,coding-061,train
Please break down whether a startup should raise money now or bootstrap?,reasoning,reasoning-089,train
How far is the moon from Earth thanks,search,search-011,test
Create a compelling product launch email for our new sneaker?,writing,writing-060,train
Please what are today's headlines about the stock market,search,search-088,train
Evaluate whether it is worth doing a masters right after undergrad.,reasoning,reasoning-014,test
What is the graph in this image plotting on the y axis,multimodal,multimodal-074,train
I need help: what are the current RBI repo rate figures,search,search-055,train
Can you help me write vows for my wedding?,writing,writing-053,train
Could you what is the weather in Chennai tomorrow.,search,search-037,train
Could you explain this Kubernetes YAML and why the pod is CrashLoopBackOff.,coding,coding-025,train
Please write unit tests for this login function using pytest.,coding,coding-075,train
Write a sonnet about the ocean please,writing,writing-076,train
Add error handling to this fetch call,coding,coding-032,train
Please describe what is in this image,multimodal,multimodal-039,train
"My SQL query is slow, how do I add and use an index",coding,coding-029,train
I need help: what is the newest Marvel movie released,search,search-015,test
Convert this for loop into a list comprehension?,coding,coding-076,train
Could you write a C function to check if a number is prime.,coding,coding-000,test
What is the boiling point of ethanol,search,search-058,train
Could you read the temperature from this thermostat photo.,multimodal,multimodal-032,train
Please what number when doubled and added to 5 gives 19,reasoning,reasoning-026,train
"Hey, write a short story about a lighthouse keeper who finds a message in a bottle?",writing,writing-083,train
"I need help: a bat and a ball cost 1.10 in total, the bat costs one more than the ball, what does the ball cost.",reasoning,reasoning-085,train
In how many years will a sum double at 10 percent simple interest.,reasoning,reasoning-069,train
Suggest a caption for this sunset picture,multimodal,multimodal-029,train
"Hey, draft a grant proposal abstract for a rural water project thanks",writing,writing-065,train
Quick one: what is the make and model of the bike in this image please,multimodal,multimodal-025,train
Quick one: write a haiku about coffee please,writing,writing-032,train
What year does this vintage car photo look like,multimodal,multimodal-075,train
Which piece is winning in this chessboard photo,multimodal,multimodal-017,test
Can you how to use useState with an array of objects please,coding,coding-026,train
Can you when does the IPL 2027 season start asap,search,search-079,train
Quick one: draft a statement of purpose for a PhD in computer science,writing,writing-016,test
"Hey, who is the founder of Infosys?",search,search-026,train
Write an essay arguing that homework should be abolished,writing,writing-045,train
"If it is 3 pm in London what time is it in Bangalore, reason it out",reasoning,reasoning-024,train
Quick one: write an op-ed on the future of remote work,writing,writing-020,train
Could you what does this error screenshot say and how do I fix it asap,multimodal,multimodal-055,train
How do I center a div with flexbox,coding,coding-027,train
"Calculate the area of a triangle with sides 5, 6 and 7",reasoning,reasoning-006,test
Can you how do I center a div with flexbox asap,coding,coding-027,train
Help me write a bio for my conference speaker profile.,writing,writing-059,train
Quick one: what does this error screenshot say and how do I fix it thanks,multimodal,multimodal-055,train
Can you what time does the Apple event start today asap,search,search-004,test
What does git rebase do and when should I use it asap,coding,coding-078,train
Who won the Nobel Prize in Physics this year.,search,search-018,train
Draft a sponsorship request letter for our robotics club,writing,writing-034,train
Could you write a Dockerfile for a Django project thanks,coding,coding-066,train
Quick one: what is the melting point of gold,search,search-060,train
Quick one: explain the trolley problem and the main positions on it,reasoning,reasoning-003,test
Please write a podcast episode description about productivity habits,writing,writing-079,train
How would you fairly divide a cake among three people.,reasoning,reasoning-045,train
Implement Dijkstra's algorithm in C++,coding,coding-017,test
"Please a farmer has 17 sheep, all but 9 die, how many are left asap",reasoning,reasoning-011,test
Please what is the currency of Vietnam,search,search-059,train
Has the new Tamil Nadu EV policy been announced yet,search,search-070,train
Write a Python generator that yields Fibonacci numbers,coding,coding-020,train
"Hey, write a 1000-word essay on climate feedback loops please",writing,writing-030,train
Quick one: what year did India win its first cricket World Cup thanks,search,search-008,test
Write a welcome email sequence for new subscribers,writing,writing-000,test
"If I invest 10000 at 8 percent compounded annually, how much after 5 years",reasoning,reasoning-047,train
"Could you which is heavier, a kilogram of feathers or a kilogram of steel, and why do people get it wrong.",reasoning,reasoning-005,test
How many players are on a kabaddi team please,search,search-062,train
I need help: when was the Eiffel Tower built thanks,search,search-012,test
Please what is the minimum number of colours needed to colour any map.,reasoning,reasoning-002,test
Create a responsive grid layout with Tailwind,coding,coding-086,train
What are the top trending movies on Netflix India this week asap,search,search-016,test
Please write a scene where two old friends meet after ten years asap,writing,writing-064,train
Write a function that reverses a linked list in Java,coding,coding-060,train
"Hey, who won the Oscar for best picture this year?",search,search-032,train
I need help: how do I catch exceptions in Python and log them,coding,coding-044,train
Can you make this paragraph more concise without losing meaning,writing,writing-041,train
Could you identify the bird in this image asap,multimodal,multimodal-084,train
"Which is a better deal, 30 percent off or buy two get one free.",reasoning,reasoning-071,train
I need help: what is the current price of Bitcoin,search,search-066,train
I need help: describe the body language of the people in this meeting photo,multimodal,multimodal-023,train
"Hey, write a Python class for a bank account with deposit and withdraw thanks",coding,coding-046,train
Could you convert this Python 2 code to Python 3 please,coding,coding-074,train
Quick one: write a travel blog entry about a weekend in Goa thanks,writing,writing-038,train
What are the symptoms of dengue fever,search,search-039,train
Write a description for a YouTube video about budget travel,writing,writing-068,train
"Hey, write a 1000-word essay on climate feedback loops?",writing,writing-030,train
Write a PHP function that connects to MySQL using PDO asap,coding,coding-058,train
What is the current status of the Bangalore suburban rail project,search,search-086,train
ModuleNotFoundError: No module named numpy even after pip install,coding,coding-010,test
Who won the Oscar for best picture this year,search,search-032,train
Write a paragraph describing autumn in the mountains,writing,writing-009,test
Could you which of these two selfies should I use for my profile?,multimodal,multimodal-027,train
Quick one: explain the difference between an interface and an abstract class,coding,coding-019,train
I need help: when is Diwali this year,search,search-082,train
What time does the Apple event start today asap,search,search-004,test
I need help: which of these two logo designs looks more professional,multimodal,multimodal-010,test
"I need help: fix my CSS, the navbar overlaps the content on mobile",coding,coding-062,train
Find the sum of all integers from 1 to 200,reasoning,reasoning-080,train
Why does my async function return a Promise instead of the value thanks,coding,coding-083,train
Could you explain the difference between async and await in JavaScript.,coding,coding-085,train
Compose a rap verse about debugging at 3 am,writing,writing-055,train
How many ways can 5 people sit in a row,reasoning,reasoning-078,train
What does this error screenshot say and how do I fix it,multimodal,multimodal-055,train
"Can you which is heavier, a kilogram of feathers or a kilogram of steel, and why do people get it wrong",reasoning,reasoning-005,test
Draft a resignation letter that keeps things friendly,writing,writing-078,train
Please which cable in this photo goes to the router,multimodal,multimodal-004,test
Find the typo in this screenshot of my slide,multimodal,multimodal-087,train
Turn this photographed math problem into text and solve it,multimodal,multimodal-041,train
"Can you if today is Tuesday, what day is it 100 days from now",reasoning,reasoning-030,train
Please analyze the layout of this website screenshot,multimodal,multimodal-046,train
Expand this outline into a full article on sleep hygiene,writing,writing-088,train
Could you set up ESLint and Prettier in a Next.js project please,coding,coding-089,train
"If it takes 5 machines 5 minutes to make 5 widgets, how long for 100 machines to make 100 widgets",reasoning,reasoning-039,train
Draft a grant proposal abstract for a rural water project,writing,writing-065,train
Write a sales pitch script for cold calling gyms?,writing,writing-049,train
Evaluate the argument that AI will take all jobs thanks,reasoning,reasoning-074,train
"Could you i have 3 red and 5 blue socks in a drawer, how many must I pull to guarantee a pair thanks",reasoning,reasoning-054,train
What happened at the latest Apple WWDC keynote please,search,search-022,train
Write a case study about how our team reduced churn,writing,writing-052,train
Quick one: explain the circuit in this photo,multimodal,multimodal-036,train
Explain the meme in this image thanks,multimodal,multimodal-069,train
Who is the president of France,search,search-077,train
"Please calculate the area of a triangle with sides 5, 6 and 7?",reasoning,reasoning-006,test
Write an Instagram caption for my graduation photo asap,writing,writing-057,train
"Hey, what is the melting point of gold thanks",search,search-060,train
What is the current repo rate set by the RBI,search,search-071,train
Please draft meeting minutes from these notes asap,writing,writing-018,train
I need help: write a short horror story set in a hostel,writing,writing-073,train
"Hey, which is the better strategy in rock paper scissors against a predictable opponent",reasoning,reasoning-048,train
Please estimate how many tennis balls fit in a bus?,reasoning,reasoning-032,train
"Hey, caption this image for Instagram please",multimodal,multimodal-018,train
Write a Java program to find duplicate elements in an array,coding,coding-087,train
I need help: look at this floor plan image and estimate the room sizes thanks,multimodal,multimodal-011,test
What time does the Apple event start today,search,search-004,test
